<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
NVTK,5,20210310,161500,1478.0000000,1479.0000000,1476.2000000,1477.4000000,12564
NVTK,5,20210310,162000,1477.4000000,1477.6000000,1474.6000000,1476.2000000,22398
NVTK,5,20210310,162500,1475.6000000,1476.4000000,1472.6000000,1473.2000000,27449
NVTK,5,20210310,163000,1473.2000000,1476.6000000,1471.2000000,1476.2000000,22844
NVTK,5,20210310,163500,1476.2000000,1477.6000000,1472.6000000,1474.4000000,25509
NVTK,5,20210310,164000,1473.2000000,1474.6000000,1472.2000000,1473.0000000,10053
NVTK,5,20210310,164500,1473.2000000,1475.6000000,1472.8000000,1473.8000000,13360
NVTK,5,20210310,165000,1474.6000000,1475.2000000,1472.6000000,1473.0000000,11300
NVTK,5,20210310,165500,1472.4000000,1474.6000000,1471.8000000,1472.8000000,9289
NVTK,5,20210310,170000,1472.8000000,1472.8000000,1466.0000000,1469.4000000,55671
NVTK,5,20210310,170500,1470.0000000,1470.0000000,1467.8000000,1469.8000000,14067
NVTK,5,20210310,171000,1469.2000000,1470.0000000,1469.0000000,1470.0000000,11729
NVTK,5,20210310,171500,1470.0000000,1472.0000000,1467.6000000,1470.6000000,35668
NVTK,5,20210310,172000,1469.8000000,1472.0000000,1469.8000000,1471.6000000,7210
NVTK,5,20210310,172500,1471.4000000,1472.0000000,1469.8000000,1470.0000000,8203
NVTK,5,20210310,173000,1470.2000000,1470.6000000,1467.8000000,1469.4000000,21181
NVTK,5,20210310,173500,1469.0000000,1469.8000000,1464.8000000,1468.2000000,26007
NVTK,5,20210310,174000,1468.2000000,1474.0000000,1467.2000000,1471.4000000,23449
NVTK,5,20210310,174500,1470.8000000,1473.6000000,1469.4000000,1471.8000000,20066
NVTK,5,20210310,175000,1472.0000000,1472.0000000,1468.0000000,1468.8000000,9028
NVTK,5,20210310,175500,1468.8000000,1470.8000000,1468.4000000,1470.8000000,5664
NVTK,5,20210310,180000,1470.8000000,1471.8000000,1468.2000000,1470.0000000,8711
NVTK,5,20210310,180500,1469.4000000,1470.8000000,1467.0000000,1467.0000000,14684
NVTK,5,20210310,181000,1467.0000000,1469.8000000,1466.4000000,1468.8000000,22471
NVTK,5,20210310,181500,1468.0000000,1470.6000000,1465.2000000,1466.8000000,24697
NVTK,5,20210310,182000,1466.0000000,1468.8000000,1466.0000000,1466.8000000,21451
NVTK,5,20210310,182500,1466.8000000,1467.2000000,1463.0000000,1463.2000000,30166
